aqi,pm2.5,pm10,no2,so2,co,o3,objectid,measurement,accession_number,latitude,longitude,x,y,pollutant_concentration_mg_kg,soil_ph,temperature_c,humidity_%,rainfall_mm,soil_organic_matter_%,pollution_index,risk_score,risk_score_norm
149.0,81.95,160.92,123.67,169.86,1.56,141.55,,,,,,,,,,,,,,130.62333333333333,130.62333333333333,0.26439232409381663
150.0,82.5,162.0,124.5,171.0,1.58,142.5,,,,,,,,,,,,,,131.5,131.5,0.26652452025586354
106.0,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,,92.92666666666668,92.92666666666668,0.1727078891257996
87.0,47.85,93.96,72.21,99.18,0.91,82.65,,,,,,,,,,,,,,76.27,76.27,0.1321961620469083
101.0,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,,88.54333333333334,88.54333333333334,0.16204690831556504
135.0,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,,118.35000000000001,118.35000000000001,0.23454157782515994
115.0,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,,100.81666666666666,100.81666666666666,0.19189765458422173
143.0,78.65,154.44,118.69,163.02,1.5,135.85,,,,,,,,,,,,,,125.36333333333334,125.36333333333334,0.2515991471215352
159.0,87.45,171.72,131.97,181.26,1.67,151.05,,,,,,,,,,,,,,139.39,139.39,0.2857142857142857
196.0,107.8,211.68,162.68,223.44,2.06,186.2,,,,,,,,,,,,,,171.82666666666668,171.82666666666668,0.36460554371002135
124.0,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,,108.70666666666666,108.70666666666666,0.21108742004264391
134.0,73.7,144.72,111.22,152.76,1.41,127.3,,,,,,,,,,,,,,117.47333333333331,117.47333333333331,0.23240938166311298
180.0,99.0,194.4,149.4,205.2,1.89,171.0,,,,,,,,,,,,,,157.79999999999998,157.79999999999998,0.33049040511727074
205.0,112.75,221.4,170.15,233.7,2.15,194.75,,,,,,,,,,,,,,179.71666666666667,179.71666666666667,0.3837953091684435
305.0,167.75,329.4,253.15,347.7,3.2,289.75,,,,,,,,,,,,,,267.3833333333333,267.3833333333333,0.5970149253731343
221.0,121.55,238.68,183.43,251.94,2.32,209.95,,,,,,,,,,,,,,193.74333333333334,193.74333333333334,0.41791044776119407
145.0,79.75,156.6,120.35,165.3,1.52,137.75,,,,,,,,,,,,,,127.11666666666667,127.11666666666667,0.255863539445629
133.0,73.15,143.64,110.39,151.62,1.4,126.35,,,,,,,,,,,,,,116.59666666666665,116.59666666666665,0.23027718550106607
83.0,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,,72.76333333333334,72.76333333333334,0.12366737739872069
124.0,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,,108.70666666666666,108.70666666666666,0.21108742004264391
113.0,62.15,122.04,93.79,128.82,1.19,107.35,,,,,,,,,,,,,,99.06333333333333,99.06333333333333,0.18763326226012794
115.0,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,,100.81666666666666,100.81666666666666,0.19189765458422173
108.0,59.4,116.64,89.64,123.12,1.13,102.6,,,,,,,,,,,,,,94.68,94.68,0.1769722814498934
81.0,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,,71.01,71.01,0.11940298507462688
70.0,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,,61.36666666666667,61.36666666666667,0.09594882729211088
62.0,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,,54.35333333333333,54.35333333333333,0.0788912579957356
84.0,46.2,90.72,69.72,95.76,0.88,79.8,,,,,,,,,,,,,,73.64,73.64,0.1257995735607676
127.0,69.85,137.16,105.41,144.78,1.33,120.65,,,,,,,,,,,,,,111.33666666666666,111.33666666666666,0.21748400852878463
218.0,119.9,235.44,180.94,248.52,2.29,207.1,,,,,,,,,,,,,,191.11333333333332,191.11333333333332,0.4115138592750533
146.0,80.3,157.68,121.18,166.44,1.53,138.7,,,,,,,,,,,,,,127.99333333333334,127.99333333333334,0.2579957356076759
163.0,89.65,176.04,135.29,185.82,1.71,154.85,,,,,,,,,,,,,,142.89666666666668,142.89666666666668,0.2942430703624734
135.0,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,,118.35000000000001,118.35000000000001,0.23454157782515994
168.0,92.4,181.44,139.44,191.52,1.76,159.6,,,,,,,,,,,,,,147.28,147.28,0.3049040511727079
161.0,88.55,173.88,133.63,183.54,1.69,152.95,,,,,,,,,,,,,,141.14333333333335,141.14333333333335,0.28997867803837957
195.0,107.25,210.6,161.85,222.3,2.05,185.25,,,,,,,,,,,,,,170.95000000000002,170.95000000000002,0.36247334754797444
206.0,113.3,222.48,170.98,234.84,2.16,195.7,,,,,,,,,,,,,,180.59333333333333,180.59333333333333,0.3859275053304904
266.0,146.3,287.28,220.78,303.24,2.79,252.7,,,,,,,,,,,,,,233.1933333333333,233.1933333333333,0.5138592750533049
245.0,134.75,264.6,203.35,279.3,2.57,232.75,,,,,,,,,,,,,,214.78333333333333,214.78333333333333,0.4690831556503199
139.0,76.45,150.12,115.37,158.46,1.46,132.05,,,,,,,,,,,,,,121.85666666666667,121.85666666666667,0.24307036247334757
140.0,77.0,151.2,116.2,159.6,1.47,133.0,,,,,,,,,,,,,,122.73333333333333,122.73333333333333,0.24520255863539447
149.0,81.95,160.92,123.67,169.86,1.56,141.55,,,,,,,,,,,,,,130.62333333333333,130.62333333333333,0.26439232409381663
144.0,79.2,155.52,119.52,164.16,1.51,136.8,,,,,,,,,,,,,,126.24000000000001,126.24000000000001,0.2537313432835821
178.0,97.9,192.24,147.74,202.92,1.87,169.1,,,,,,,,,,,,,,156.04666666666665,156.04666666666665,0.3262260127931769
164.0,90.2,177.12,136.12,186.96,1.72,155.8,,,,,,,,,,,,,,143.77333333333334,143.77333333333334,0.2963752665245203
144.0,79.2,155.52,119.52,164.16,1.51,136.8,,,,,,,,,,,,,,126.24000000000001,126.24000000000001,0.2537313432835821
97.0,53.35,104.76,80.51,110.58,1.02,92.15,,,,,,,,,,,,,,85.03666666666668,85.03666666666668,0.1535181236673774
94.0,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,,82.40666666666665,82.40666666666665,0.14712153518123663
90.0,49.5,97.2,74.7,102.6,0.95,85.5,,,,,,,,,,,,,,78.89999999999999,78.89999999999999,0.138592750533049
80.0,44.0,86.4,66.4,91.2,0.84,76.0,,,,,,,,,,,,,,70.13333333333334,70.13333333333334,0.11727078891257997
83.0,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,,72.76333333333334,72.76333333333334,0.12366737739872069
83.0,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,,72.76333333333334,72.76333333333334,0.12366737739872069
90.0,49.5,97.2,74.7,102.6,0.95,85.5,,,,,,,,,,,,,,78.89999999999999,78.89999999999999,0.138592750533049
117.0,64.35,126.36,97.11,133.38,1.23,111.15,,,,,,,,,,,,,,102.57,102.57,0.19616204690831554
94.0,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,,82.40666666666665,82.40666666666665,0.14712153518123663
62.0,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,,54.35333333333333,54.35333333333333,0.0788912579957356
81.0,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,,71.01,71.01,0.11940298507462688
74.0,40.7,79.92,61.42,84.36,0.78,70.3,,,,,,,,,,,,,,64.87333333333333,64.87333333333333,0.1044776119402985
83.0,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,,72.76333333333334,72.76333333333334,0.12366737739872069
68.0,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,,59.61333333333334,59.61333333333334,0.09168443496801706
99.0,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,,86.79,86.79,0.15778251599147122
107.0,58.85,115.56,88.81,121.98,1.12,101.65,,,,,,,,,,,,,,93.80333333333333,93.80333333333333,0.17484008528784648
86.0,47.3,92.88,71.38,98.04,0.9,81.7,,,,,,,,,,,,,,75.39333333333333,75.39333333333333,0.1300639658848614
98.0,53.9,105.84,81.34,111.72,1.03,93.1,,,,,,,,,,,,,,85.91333333333334,85.91333333333334,0.15565031982942432
61.0,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,,53.47666666666667,53.47666666666667,0.07675906183368869
63.0,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,,55.23,55.23,0.0810234541577825
76.0,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,,66.62666666666667,66.62666666666667,0.10874200426439232
57.0,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,,49.97,49.97,0.06823027718550106
81.0,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,,71.01,71.01,0.11940298507462688
95.0,52.25,102.6,78.85,108.3,1.0,90.25,,,,,,,,,,,,,,83.28333333333333,83.28333333333333,0.14925373134328357
71.0,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,,62.24333333333334,62.24333333333334,0.09808102345415778
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
99.0,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,,86.79,86.79,0.15778251599147122
104.0,57.2,112.32,86.32,118.56,1.09,98.8,,,,,,,,,,,,,,91.17333333333333,91.17333333333333,0.16844349680170576
101.0,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,,88.54333333333334,88.54333333333334,0.16204690831556504
109.0,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,,95.55666666666666,95.55666666666666,0.1791044776119403
101.0,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,,88.54333333333334,88.54333333333334,0.16204690831556504
101.0,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,,88.54333333333334,88.54333333333334,0.16204690831556504
122.0,67.1,131.76,101.26,139.08,1.28,115.9,,,,,,,,,,,,,,106.95333333333333,106.95333333333333,0.2068230277185501
114.0,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,,99.94,99.94,0.18976545842217482
118.0,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,,103.44666666666667,103.44666666666667,0.19829424307036247
116.0,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,,101.69333333333334,101.69333333333334,0.1940298507462687
114.0,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,,99.94,99.94,0.18976545842217482
121.0,66.55,130.68,100.43,137.94,1.27,114.95,,,,,,,,,,,,,,106.07666666666667,106.07666666666667,0.2046908315565032
150.0,82.5,162.0,124.5,171.0,1.58,142.5,,,,,,,,,,,,,,131.5,131.5,0.26652452025586354
152.0,83.6,164.16,126.16,173.28,1.6,144.4,,,,,,,,,,,,,,133.25333333333333,133.25333333333333,0.27078891257995735
167.0,91.85,180.36,138.61,190.38,1.75,158.65,,,,,,,,,,,,,,146.40333333333334,146.40333333333334,0.302771855010661
111.0,61.05,119.88,92.13,126.54,1.17,105.45,,,,,,,,,,,,,,97.31,97.31,0.18336886993603413
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
59.0,32.45,63.72,48.97,67.26,0.62,56.05,,,,,,,,,,,,,,51.723333333333336,51.723333333333336,0.07249466950959488
82.0,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,,71.88666666666667,71.88666666666667,0.12153518123667378
100.0,55.0,108.0,83.0,114.0,1.05,95.0,,,,,,,,,,,,,,87.66666666666667,87.66666666666667,0.15991471215351813
115.0,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,,100.81666666666666,100.81666666666666,0.19189765458422173
114.0,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,,99.94,99.94,0.18976545842217482
134.0,73.7,144.72,111.22,152.76,1.41,127.3,,,,,,,,,,,,,,117.47333333333331,117.47333333333331,0.23240938166311298
147.0,80.85,158.76,122.01,167.58,1.54,139.65,,,,,,,,,,,,,,128.87,128.87,0.2601279317697228
119.0,65.45,128.52,98.77,135.66,1.25,113.05,,,,,,,,,,,,,,104.32333333333334,104.32333333333334,0.20042643923240938
81.0,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,,71.01,71.01,0.11940298507462688
73.0,40.15,78.84,60.59,83.22,0.77,69.35,,,,,,,,,,,,,,63.99666666666667,63.99666666666667,0.1023454157782516
64.0,35.2,69.12,53.12,72.96,0.67,60.8,,,,,,,,,,,,,,56.10666666666666,56.10666666666666,0.08315565031982941
64.0,35.2,69.12,53.12,72.96,0.67,60.8,,,,,,,,,,,,,,56.10666666666666,56.10666666666666,0.08315565031982941
70.0,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,,61.36666666666667,61.36666666666667,0.09594882729211088
68.0,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,,59.61333333333334,59.61333333333334,0.09168443496801706
88.0,48.4,95.04,73.04,100.32,0.92,83.6,,,,,,,,,,,,,,77.14666666666666,77.14666666666666,0.1343283582089552
122.0,67.1,131.76,101.26,139.08,1.28,115.9,,,,,,,,,,,,,,106.95333333333333,106.95333333333333,0.2068230277185501
98.0,53.9,105.84,81.34,111.72,1.03,93.1,,,,,,,,,,,,,,85.91333333333334,85.91333333333334,0.15565031982942432
70.0,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,,61.36666666666667,61.36666666666667,0.09594882729211088
75.0,41.25,81.0,62.25,85.5,0.79,71.25,,,,,,,,,,,,,,65.75,65.75,0.10660980810234541
79.0,43.45,85.32,65.57,90.06,0.83,75.05,,,,,,,,,,,,,,69.25666666666666,69.25666666666666,0.11513859275053304
61.0,33.55,65.88,50.63,69.54,0.64,57.95,,,,,,,,,,,,,,53.47666666666667,53.47666666666667,0.07675906183368869
60.0,33.0,64.8,49.8,68.4,0.63,57.0,,,,,,,,,,,,,,52.6,52.6,0.07462686567164178
89.0,48.95,96.12,73.87,101.46,0.93,84.55,,,,,,,,,,,,,,78.02333333333333,78.02333333333333,0.1364605543710021
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
70.0,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,,61.36666666666667,61.36666666666667,0.09594882729211088
79.0,43.45,85.32,65.57,90.06,0.83,75.05,,,,,,,,,,,,,,69.25666666666666,69.25666666666666,0.11513859275053304
62.0,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,,54.35333333333333,54.35333333333333,0.0788912579957356
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
82.0,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,,71.88666666666667,71.88666666666667,0.12153518123667378
82.0,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,,71.88666666666667,71.88666666666667,0.12153518123667378
83.0,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,,72.76333333333334,72.76333333333334,0.12366737739872069
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
68.0,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,,59.61333333333334,59.61333333333334,0.09168443496801706
64.0,35.2,69.12,53.12,72.96,0.67,60.8,,,,,,,,,,,,,,56.10666666666666,56.10666666666666,0.08315565031982941
80.0,44.0,86.4,66.4,91.2,0.84,76.0,,,,,,,,,,,,,,70.13333333333334,70.13333333333334,0.11727078891257997
75.0,41.25,81.0,62.25,85.5,0.79,71.25,,,,,,,,,,,,,,65.75,65.75,0.10660980810234541
108.0,59.4,116.64,89.64,123.12,1.13,102.6,,,,,,,,,,,,,,94.68,94.68,0.1769722814498934
120.0,66.0,129.6,99.6,136.8,1.26,114.0,,,,,,,,,,,,,,105.2,105.2,0.2025586353944563
81.0,44.55,87.48,67.23,92.34,0.85,76.95,,,,,,,,,,,,,,71.01,71.01,0.11940298507462688
84.0,46.2,90.72,69.72,95.76,0.88,79.8,,,,,,,,,,,,,,73.64,73.64,0.1257995735607676
108.0,59.4,116.64,89.64,123.12,1.13,102.6,,,,,,,,,,,,,,94.68,94.68,0.1769722814498934
125.0,68.75,135.0,103.75,142.5,1.31,118.75,,,,,,,,,,,,,,109.58333333333333,109.58333333333333,0.21321961620469082
105.0,57.75,113.4,87.15,119.7,1.1,99.75,,,,,,,,,,,,,,92.05,92.05,0.17057569296375266
91.0,50.05,98.28,75.53,103.74,0.96,86.45,,,,,,,,,,,,,,79.77666666666667,79.77666666666667,0.14072494669509594
115.0,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,,100.81666666666666,100.81666666666666,0.19189765458422173
114.0,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,,99.94,99.94,0.18976545842217482
127.0,69.85,137.16,105.41,144.78,1.33,120.65,,,,,,,,,,,,,,111.33666666666666,111.33666666666666,0.21748400852878463
167.0,91.85,180.36,138.61,190.38,1.75,158.65,,,,,,,,,,,,,,146.40333333333334,146.40333333333334,0.302771855010661
171.0,94.05,184.68,141.93,194.94,1.8,162.45,,,,,,,,,,,,,,149.91,149.91,0.31130063965884863
168.0,92.4,181.44,139.44,191.52,1.76,159.6,,,,,,,,,,,,,,147.28,147.28,0.3049040511727079
166.0,91.3,179.28,137.78,189.24,1.74,157.7,,,,,,,,,,,,,,145.52666666666667,145.52666666666667,0.3006396588486141
179.0,98.45,193.32,148.57,204.06,1.88,170.05,,,,,,,,,,,,,,156.92333333333332,156.92333333333332,0.32835820895522383
171.0,94.05,184.68,141.93,194.94,1.8,162.45,,,,,,,,,,,,,,149.91,149.91,0.31130063965884863
182.0,100.1,196.56,151.06,207.48,1.91,172.9,,,,,,,,,,,,,,159.55333333333334,159.55333333333334,0.3347547974413646
198.0,108.9,213.84,164.34,225.72,2.08,188.1,,,,,,,,,,,,,,173.58,173.58,0.36886993603411516
284.0,156.2,306.72,235.72,323.76,2.98,269.8,,,,,,,,,,,,,,248.97333333333336,248.97333333333336,0.5522388059701493
298.0,163.9,321.84,247.34,339.72,3.13,283.1,,,,,,,,,,,,,,261.24666666666667,261.24666666666667,0.582089552238806
46.0,25.3,49.68,38.18,52.44,0.48,43.7,,,,,,,,,,,,,,40.32666666666666,40.32666666666666,0.04477611940298506
69.0,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,,60.49,60.49,0.09381663113006397
221.0,121.55,238.68,183.43,251.94,2.32,209.95,,,,,,,,,,,,,,193.74333333333334,193.74333333333334,0.41791044776119407
199.0,109.45,214.92,165.17,226.86,2.09,189.05,,,,,,,,,,,,,,174.45666666666668,174.45666666666668,0.37100213219616207
170.0,93.5,183.6,141.1,193.8,1.79,161.5,,,,,,,,,,,,,,149.03333333333333,149.03333333333333,0.3091684434968017
173.0,95.15,186.84,143.59,197.22,1.82,164.35,,,,,,,,,,,,,,151.66333333333333,151.66333333333333,0.31556503198294245
160.0,88.0,172.8,132.8,182.4,1.68,152.0,,,,,,,,,,,,,,140.26666666666668,140.26666666666668,0.28784648187633266
82.0,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,,71.88666666666667,71.88666666666667,0.12153518123667378
139.0,76.45,150.12,115.37,158.46,1.46,132.05,,,,,,,,,,,,,,121.85666666666667,121.85666666666667,0.24307036247334757
232.0,127.6,250.56,192.56,264.48,2.44,220.4,,,,,,,,,,,,,,203.38666666666668,203.38666666666668,0.4413646055437101
268.0,147.4,289.44,222.44,305.52,2.81,254.6,,,,,,,,,,,,,,234.94666666666663,234.94666666666663,0.5181236673773987
283.0,155.65,305.64,234.89,322.62,2.97,268.85,,,,,,,,,,,,,,248.09666666666666,248.09666666666666,0.5501066098081023
268.0,147.4,289.44,222.44,305.52,2.81,254.6,,,,,,,,,,,,,,234.94666666666663,234.94666666666663,0.5181236673773987
289.0,158.95,312.12,239.87,329.46,3.03,274.55,,,,,,,,,,,,,,253.35666666666665,253.35666666666665,0.5628997867803838
281.0,154.55,303.48,233.23,320.34,2.95,266.95,,,,,,,,,,,,,,246.34333333333333,246.34333333333333,0.5458422174840085
303.0,166.65,327.24,251.49,345.42,3.18,287.85,,,,,,,,,,,,,,265.63,265.63,0.5927505330490405
314.0,172.7,339.12,260.62,357.96,3.3,298.3,,,,,,,,,,,,,,275.2733333333333,275.2733333333333,0.6162046908315565
382.0,210.1,412.56,317.06,435.48,4.01,362.9,,,,,,,,,,,,,,334.8866666666667,334.8866666666667,0.7611940298507464
462.0,254.1,498.96,383.46,526.68,4.85,438.9,,,,,,,,,,,,,,405.02,405.02,0.9317697228144989
437.0,240.35,471.96,362.71,498.18,4.59,415.15,,,,,,,,,,,,,,383.1033333333333,383.1033333333333,0.8784648187633262
428.0,235.4,462.24,355.24,487.92,4.49,406.6,,,,,,,,,,,,,,375.2133333333333,375.2133333333333,0.8592750533049041
390.0,214.5,421.2,323.7,444.6,4.1,370.5,,,,,,,,,,,,,,341.90000000000003,341.90000000000003,0.7782515991471216
404.0,222.2,436.32,335.32,460.56,4.24,383.8,,,,,,,,,,,,,,354.17333333333335,354.17333333333335,0.8081023454157783
372.0,204.6,401.76,308.76,424.08,3.91,353.4,,,,,,,,,,,,,,326.12,326.12,0.7398720682302772
411.0,226.05,443.88,341.13,468.54,4.32,390.45,,,,,,,,,,,,,,360.30999999999995,360.30999999999995,0.8230277185501065
471.0,259.05,508.68,390.93,536.94,4.95,447.45,,,,,,,,,,,,,,412.91,412.91,0.9509594882729212
437.0,240.35,471.96,362.71,498.18,4.59,415.15,,,,,,,,,,,,,,383.1033333333333,383.1033333333333,0.8784648187633262
330.0,181.5,356.4,273.9,376.2,3.47,313.5,,,,,,,,,,,,,,289.3,289.3,0.6503198294243071
353.0,194.15,381.24,292.99,402.42,3.71,335.35,,,,,,,,,,,,,,309.4633333333333,309.4633333333333,0.6993603411513859
403.0,221.65,435.24,334.49,459.42,4.23,382.85,,,,,,,,,,,,,,353.2966666666666,353.2966666666666,0.8059701492537312
375.0,206.25,405.0,311.25,427.5,3.94,356.25,,,,,,,,,,,,,,328.75,328.75,0.746268656716418
347.0,190.85,374.76,288.01,395.58,3.64,329.65,,,,,,,,,,,,,,304.2033333333333,304.2033333333333,0.6865671641791045
380.0,209.0,410.4,315.4,433.2,3.99,361.0,,,,,,,,,,,,,,333.1333333333333,333.1333333333333,0.7569296375266524
374.0,205.7,403.92,310.42,426.36,3.93,355.3,,,,,,,,,,,,,,327.8733333333334,327.8733333333334,0.7441364605543712
349.0,191.95,376.92,289.67,397.86,3.66,331.55,,,,,,,,,,,,,,305.9566666666667,305.9566666666667,0.6908315565031984
311.0,171.05,335.88,258.13,354.54,3.27,295.45,,,,,,,,,,,,,,272.6433333333334,272.6433333333334,0.6098081023454159
290.0,159.5,313.2,240.7,330.6,3.05,275.5,,,,,,,,,,,,,,254.23333333333335,254.23333333333335,0.5650319829424307
361.0,198.55,389.88,299.63,411.54,3.79,342.95,,,,,,,,,,,,,,316.47666666666663,316.47666666666663,0.7164179104477612
400.0,220.0,432.0,332.0,456.0,4.2,380.0,,,,,,,,,,,,,,350.6666666666667,350.6666666666667,0.7995735607675907
406.0,223.3,438.48,336.98,462.84,4.26,385.7,,,,,,,,,,,,,,355.9266666666667,355.9266666666667,0.8123667377398721
402.0,221.1,434.16,333.66,458.28,4.22,381.9,,,,,,,,,,,,,,352.42,352.42,0.8038379530916845
405.0,222.75,437.4,336.15,461.7,4.25,384.75,,,,,,,,,,,,,,355.05,355.05,0.8102345415778253
389.0,213.95,420.12,322.87,443.46,4.08,369.55,,,,,,,,,,,,,,341.02333333333337,341.02333333333337,0.7761194029850748
328.0,180.4,354.24,272.24,373.92,3.44,311.6,,,,,,,,,,,,,,287.5466666666667,287.5466666666667,0.6460554371002133
370.0,203.5,399.6,307.1,421.8,3.89,351.5,,,,,,,,,,,,,,324.3666666666667,324.3666666666667,0.7356076759061834
429.0,235.95,463.32,356.07,489.06,4.5,407.55,,,,,,,,,,,,,,376.09,376.09,0.8614072494669509
346.0,190.3,373.68,287.18,394.44,3.63,328.7,,,,,,,,,,,,,,303.32666666666665,303.32666666666665,0.6844349680170576
362.0,199.1,390.96,300.46,412.68,3.8,343.9,,,,,,,,,,,,,,317.3533333333333,317.3533333333333,0.718550106609808
305.0,167.75,329.4,253.15,347.7,3.2,289.75,,,,,,,,,,,,,,267.3833333333333,267.3833333333333,0.5970149253731343
322.0,177.1,347.76,267.26,367.08,3.38,305.9,,,,,,,,,,,,,,282.2866666666667,282.2866666666667,0.6332622601279319
255.0,140.25,275.4,211.65,290.7,2.68,242.25,,,,,,,,,,,,,,223.54999999999998,223.54999999999998,0.49040511727078884
237.0,130.35,255.96,196.71,270.18,2.49,225.15,,,,,,,,,,,,,,207.77,207.77,0.45202558635394463
289.0,158.95,312.12,239.87,329.46,3.03,274.55,,,,,,,,,,,,,,253.35666666666665,253.35666666666665,0.5628997867803838
314.0,172.7,339.12,260.62,357.96,3.3,298.3,,,,,,,,,,,,,,275.2733333333333,275.2733333333333,0.6162046908315565
281.0,154.55,303.48,233.23,320.34,2.95,266.95,,,,,,,,,,,,,,246.34333333333333,246.34333333333333,0.5458422174840085
254.0,139.7,274.32,210.82,289.56,2.67,241.3,,,,,,,,,,,,,,222.67333333333332,222.67333333333332,0.488272921108742
331.0,182.05,357.48,274.73,377.34,3.48,314.45,,,,,,,,,,,,,,290.1766666666667,290.1766666666667,0.652452025586354
367.0,201.85,396.36,304.61,418.38,3.85,348.65,,,,,,,,,,,,,,321.7366666666667,321.7366666666667,0.7292110874200427
363.0,199.65,392.04,301.29,413.82,3.81,344.85,,,,,,,,,,,,,,318.23,318.23,0.7206823027718551
368.0,202.4,397.44,305.44,419.52,3.86,349.6,,,,,,,,,,,,,,322.6133333333333,322.6133333333333,0.7313432835820894
329.0,180.95,355.32,273.07,375.06,3.45,312.55,,,,,,,,,,,,,,288.42333333333335,288.42333333333335,0.6481876332622601
291.0,160.05,314.28,241.53,331.74,3.06,276.45,,,,,,,,,,,,,,255.10999999999999,255.10999999999999,0.5671641791044776
271.0,149.05,292.68,224.93,308.94,2.85,257.45,,,,,,,,,,,,,,237.57666666666668,237.57666666666668,0.5245202558635395
332.0,182.6,358.56,275.56,378.48,3.49,315.4,,,,,,,,,,,,,,291.05333333333334,291.05333333333334,0.6545842217484009
402.0,221.1,434.16,333.66,458.28,4.22,381.9,,,,,,,,,,,,,,352.42,352.42,0.8038379530916845
407.0,223.85,439.56,337.81,463.98,4.27,386.65,,,,,,,,,,,,,,356.80333333333334,356.80333333333334,0.814498933901919
423.0,232.65,456.84,351.09,482.22,4.44,401.85,,,,,,,,,,,,,,370.83,370.83,0.8486140724946695
415.0,228.25,448.2,344.45,473.1,4.36,394.25,,,,,,,,,,,,,,363.81666666666666,363.81666666666666,0.8315565031982942
431.0,237.05,465.48,357.73,491.34,4.53,409.45,,,,,,,,,,,,,,377.8433333333333,377.8433333333333,0.8656716417910447
459.0,252.45,495.72,380.97,523.26,4.82,436.05,,,,,,,,,,,,,,402.39000000000004,402.39000000000004,0.9253731343283583
283.0,155.65,305.64,234.89,322.62,2.97,268.85,,,,,,,,,,,,,,248.09666666666666,248.09666666666666,0.5501066098081023
305.0,167.75,329.4,253.15,347.7,3.2,289.75,,,,,,,,,,,,,,267.3833333333333,267.3833333333333,0.5970149253731343
